"id","name"
"2dd2904f-1c40-4f45-bba0-dd3a869d7e6f",SALES_ADMIN
"32fa280a-08ff-40b5-8451-840dca316056",WAREHOUSE_ADMIN
"63d9b395-5565-4e9d-9d3e-c80b16e901b3",SUPER_ADMIN
fcccc94b-6693-489a-ad27-27929bc6923a,CUSTOMER
